##List of available NCBI Bacterial Genbank genomes
species	Acaryochloris marina MBIC11017 uid58167
	Acaryochloris_marina_MBIC11017_uid58167/NC_009925.gbk	Acaryochloris marina MBIC11017 chromosome, complete genome.
	Acaryochloris_marina_MBIC11017_uid58167/NC_009926.gbk	Acaryochloris marina MBIC11017 plasmid pREB1, complete sequence.
	Acaryochloris_marina_MBIC11017_uid58167/NC_009927.gbk	Acaryochloris marina MBIC11017 plasmid pREB2, complete sequence.
	Acaryochloris_marina_MBIC11017_uid58167/NC_009928.gbk	Acaryochloris marina MBIC11017 plasmid pREB3, complete sequence.
	Acaryochloris_marina_MBIC11017_uid58167/NC_009929.gbk	Acaryochloris marina MBIC11017 plasmid pREB4, complete sequence.
	Acaryochloris_marina_MBIC11017_uid58167/NC_009930.gbk	Acaryochloris marina MBIC11017 plasmid pREB5, complete sequence.
	Acaryochloris_marina_MBIC11017_uid58167/NC_009931.gbk	Acaryochloris marina MBIC11017 plasmid pREB6, complete sequence.
	Acaryochloris_marina_MBIC11017_uid58167/NC_009932.gbk	Acaryochloris marina MBIC11017 plasmid pREB7, complete sequence.
	Acaryochloris_marina_MBIC11017_uid58167/NC_009933.gbk	Acaryochloris marina MBIC11017 plasmid pREB8, complete sequence.
	Acaryochloris_marina_MBIC11017_uid58167/NC_009934.gbk	Acaryochloris marina MBIC11017 plasmid pREB9, complete sequence.
species	Acetobacter pasteurianus IFO 3283 01 42C uid158377
	Acetobacter_pasteurianus_IFO_3283_01_42C_uid158377/NC_017104.gbk	Acetobacter pasteurianus IFO 3283-01-42C plasmid pAPA42C_011,
	Acetobacter_pasteurianus_IFO_3283_01_42C_uid158377/NC_017105.gbk	Acetobacter pasteurianus IFO 3283-01-42C plasmid pAPA42C_020,
	Acetobacter_pasteurianus_IFO_3283_01_42C_uid158377/NC_017151.gbk	Acetobacter pasteurianus IFO 3283-01-42C plasmid pAPA42C_030,
	Acetobacter_pasteurianus_IFO_3283_01_42C_uid158377/NC_017106.gbk	Acetobacter pasteurianus IFO 3283-01-42C plasmid pAPA42C_040,
	Acetobacter_pasteurianus_IFO_3283_01_42C_uid158377/NC_017107.gbk	Acetobacter pasteurianus IFO 3283-01-42C plasmid pAPA42C_050,
	Acetobacter_pasteurianus_IFO_3283_01_42C_uid158377/NC_017152.gbk	Acetobacter pasteurianus IFO 3283-01-42C plasmid pAPA42C_060,
	Acetobacter_pasteurianus_IFO_3283_01_42C_uid158377/NC_017150.gbk	Acetobacter pasteurianus IFO 3283-01-42C, complete genome.
species	Acetobacter pasteurianus IFO 3283 01 uid59279
	Acetobacter_pasteurianus_IFO_3283_01_uid59279/NC_013210.gbk	Acetobacter pasteurianus IFO 3283-01 plasmid pAPA01-011, complete
	Acetobacter_pasteurianus_IFO_3283_01_uid59279/NC_013211.gbk	Acetobacter pasteurianus IFO 3283-01 plasmid pAPA01-020, complete
	Acetobacter_pasteurianus_IFO_3283_01_uid59279/NC_013212.gbk	Acetobacter pasteurianus IFO 3283-01 plasmid pAPA01-030, complete
	Acetobacter_pasteurianus_IFO_3283_01_uid59279/NC_013213.gbk	Acetobacter pasteurianus IFO 3283-01 plasmid pAPA01-040, complete
	Acetobacter_pasteurianus_IFO_3283_01_uid59279/NC_013214.gbk	Acetobacter pasteurianus IFO 3283-01 plasmid pAPA01-050, complete
	Acetobacter_pasteurianus_IFO_3283_01_uid59279/NC_013215.gbk	Acetobacter pasteurianus IFO 3283-01 plasmid pAPA01-060, complete
	Acetobacter_pasteurianus_IFO_3283_01_uid59279/NC_013209.gbk	Acetobacter pasteurianus IFO 3283-01, complete genome.
species	Acetobacter pasteurianus IFO 3283 03 uid158373
	Acetobacter_pasteurianus_IFO_3283_03_uid158373/NC_017101.gbk	Acetobacter pasteurianus IFO 3283-03 plasmid pAPA03-010, complete
	Acetobacter_pasteurianus_IFO_3283_03_uid158373/NC_017118.gbk	Acetobacter pasteurianus IFO 3283-03 plasmid pAPA03-020, complete
	Acetobacter_pasteurianus_IFO_3283_03_uid158373/NC_017119.gbk	Acetobacter pasteurianus IFO 3283-03 plasmid pAPA03-030, complete
	Acetobacter_pasteurianus_IFO_3283_03_uid158373/NC_017142.gbk	Acetobacter pasteurianus IFO 3283-03 plasmid pAPA03-040, complete
	Acetobacter_pasteurianus_IFO_3283_03_uid158373/NC_017120.gbk	Acetobacter pasteurianus IFO 3283-03 plasmid pAPA03-050, complete
	Acetobacter_pasteurianus_IFO_3283_03_uid158373/NC_017109.gbk	Acetobacter pasteurianus IFO 3283-03 plasmid pAPA03-060, complete
	Acetobacter_pasteurianus_IFO_3283_03_uid158373/NC_017100.gbk	Acetobacter pasteurianus IFO 3283-03, complete genome.
species	Acetobacter pasteurianus IFO 3283 07 uid158381
	Acetobacter_pasteurianus_IFO_3283_07_uid158381/NC_017143.gbk	Acetobacter pasteurianus IFO 3283-07 plasmid pAPA07-010, complete
	Acetobacter_pasteurianus_IFO_3283_07_uid158381/NC_017122.gbk	Acetobacter pasteurianus IFO 3283-07 plasmid pAPA07-020, complete
	Acetobacter_pasteurianus_IFO_3283_07_uid158381/NC_017110.gbk	Acetobacter pasteurianus IFO 3283-07 plasmid pAPA07-030, complete
	Acetobacter_pasteurianus_IFO_3283_07_uid158381/NC_017123.gbk	Acetobacter pasteurianus IFO 3283-07 plasmid pAPA07-040, complete
	Acetobacter_pasteurianus_IFO_3283_07_uid158381/NC_017144.gbk	Acetobacter pasteurianus IFO 3283-07 plasmid pAPA07-050, complete
	Acetobacter_pasteurianus_IFO_3283_07_uid158381/NC_017124.gbk	Acetobacter pasteurianus IFO 3283-07 plasmid pAPA07-060, complete
	Acetobacter_pasteurianus_IFO_3283_07_uid158381/NC_017121.gbk	Acetobacter pasteurianus IFO 3283-07, complete genome.
species	Acetobacter pasteurianus IFO 3283 12 uid158379
	Acetobacter_pasteurianus_IFO_3283_12_uid158379/NC_017136.gbk	Acetobacter pasteurianus IFO 3283-12 plasmid pAPA12-014, complete
